subject,model,perturbation_type,level,accuracy,f1
2,gru,channel_dropout,0.3,23.125,0.22030015916003093
3,gru,channel_dropout,0.3,29.65277777777778,0.24491381140445498
4,gru,channel_dropout,0.3,31.805555555555554,0.30393195646994464
5,gru,channel_dropout,0.3,27.5,0.19419825426031637
6,gru,channel_dropout,0.3,28.888888888888893,0.22410005482614997
7,gru,channel_dropout,0.3,31.180555555555554,0.2882946960871212
8,gru,channel_dropout,0.3,35.625,0.3008406826624622
9,gru,channel_dropout,0.3,35.833333333333336,0.28492523200206743
1,lstm,channel_dropout,0.3,37.77777777777778,0.3528848088531541
2,lstm,channel_dropout,0.3,25.90277777777778,0.24401825745907252
3,lstm,channel_dropout,0.3,33.40277777777778,0.27623651128824
4,lstm,channel_dropout,0.3,29.930555555555554,0.2151376653207647
5,lstm,channel_dropout,0.3,24.65277777777778,0.17728417543913855
6,lstm,channel_dropout,0.3,24.86111111111111,0.18076927056930864
7,lstm,channel_dropout,0.3,33.68055555555556,0.2642673337014315
8,lstm,channel_dropout,0.3,35.69444444444444,0.3098779550747091
9,lstm,channel_dropout,0.3,29.513888888888893,0.24992566868457114
1,riemann_tslr,channel_dropout,0.3,35.27777777777778,0.28946217787842765
2,riemann_tslr,channel_dropout,0.3,24.583333333333332,0.19960783908248197
3,riemann_tslr,channel_dropout,0.3,27.430555555555554,0.2106233153136317
4,riemann_tslr,channel_dropout,0.3,26.319444444444446,0.2086344367942803
5,riemann_tslr,channel_dropout,0.3,27.291666666666668,0.2232381064877334
6,riemann_tslr,channel_dropout,0.3,27.013888888888893,0.24801975659868006
7,riemann_tslr,channel_dropout,0.3,28.541666666666668,0.2297646780554047
8,riemann_tslr,channel_dropout,0.3,27.430555555555554,0.1868333798276464
9,riemann_tslr,channel_dropout,0.3,29.513888888888886,0.28459192715698506
1,shallow_convnet,channel_dropout,0.3,51.18055555555556,0.4573682423788358
2,shallow_convnet,channel_dropout,0.3,27.84722222222222,0.17273555218925202
3,shallow_convnet,channel_dropout,0.3,49.861111111111114,0.46387825075774136
4,shallow_convnet,channel_dropout,0.3,39.30555555555556,0.37639977861994034
5,shallow_convnet,channel_dropout,0.3,28.055555555555554,0.2273907668093908
6,shallow_convnet,channel_dropout,0.3,32.916666666666664,0.28953055020304863
7,shallow_convnet,channel_dropout,0.3,35.625,0.28842792135865386
8,shallow_convnet,channel_dropout,0.3,47.77777777777778,0.4724136397649735
9,shallow_convnet,channel_dropout,0.3,52.63888888888889,0.5301870972682927
1,cfc,channel_dropout,0.5,35.0,0.3300291611535016
2,cfc,channel_dropout,0.5,25.97222222222222,0.23425474392629378
3,cfc,channel_dropout,0.5,30.416666666666664,0.24918671447767773
4,cfc,channel_dropout,0.5,29.65277777777778,0.26646085947068693
5,cfc,channel_dropout,0.5,24.930555555555554,0.2218671656244156
6,cfc,channel_dropout,0.5,27.5,0.17132635643796398
7,cfc,channel_dropout,0.5,29.444444444444446,0.25527845844615116
8,cfc,channel_dropout,0.5,30.208333333333332,0.24998314663991789
9,cfc,channel_dropout,0.5,41.38888888888889,0.3647381389824108
